FIPS,% Smokers,% Obese,% Physically Inactive,% Excessive Drinking,% Unemployed,% Children in Poverty,% Uninsured,PCP Rate,Average Daily PM2.5,% Bachelor or Higher,Age-Adjusted Mortality
06113,11.683609787,22.9,15.9,19.469634338,5.7833275306,15.2,7.47569431,120.17877,8.7,41.6,273.9
06115,14.855976634,28.0,18.6,18.682182539,8.5137187048,23.8,9.3749031038,22.82124,8.0,16.7,452.4
08001,18.069835361,27.1,20.0,19.677619071,3.6250320494,15.1,12.600243485,43.147569999999995,9.1,23.6,327.7
08003,17.137427492,20.9,16.5,16.960832995,4.1234505439,28.6,12.880705792,109.11735999999999,4.9,26.1,417.0
08005,13.447362068,21.8,16.6,19.853874424,3.1257311994,11.6,9.3747273838,84.29779,8.1,42.2,254.8
08007,13.903361755,18.0,14.8,16.378745455,3.34230952,22.2,13.227854913,89.0544,5.0,38.9,238.3
08009,15.783490633,21.2,18.4,16.192526522,1.7461066541,29.6,13.396226415,110.65007000000001,6.0,22.1,324.4
08011,20.664542499,24.8,22.4,17.781493539,3.13174946,36.2,10.478654592,17.15266,5.9,12.4,428.3
08013,10.954005329,13.8,10.0,23.596602586,2.7041219619,8.6,7.2722631437,121.80153999999999,8.0,60.8,212.0
08014,12.836509414,19.0,12.9,21.096669655,2.9378686051,5.3,4.7992010093,110.65857,8.5,55.5,215.1
08015,13.338342979,18.9,17.0,20.487112413,2.699624103,15.4,10.109924137,91.11373,4.6,33.5,302.3
08017,13.528306368,24.2,25.5,18.819087537,2.34082397,20.5,15.753424658,54.67469,6.3,20.0,
08019,12.334364052,18.9,18.0,18.885479886,3.2036613272,11.9,6.345177665,,4.9,46.5,240.2
08021,17.06183625,23.5,21.3,15.057301753,4.9167327518,29.8,11.426825542,49.200489999999995,4.6,20.2,385.8
08023,18.78240666,22.1,23.8,12.104991381,4.920913884,43.4,15.771028037,,4.6,19.1,431.4
08025,22.025341021,22.5,19.1,17.841836728,3.6101083032,39.7,9.5299145299,17.97914,5.8,9.6,361.0
08027,14.671794477,22.1,19.5,15.297763297,3.161063723,26.9,13.506139154,44.99438,4.6,36.9,355.6
08029,16.480203741,23.1,19.6,15.86773278,5.0187481973,24.2,11.350886717,73.38470000000001,5.2,21.2,350.0
08031,15.928435817,16.6,12.4,25.660681818,3.1491084508,19.6,12.127640946,129.51527,8.6,47.9,334.3
08033,16.707549425,19.5,18.3,16.14063163,3.981042654,19.5,12.491738268,0.0,4.5,21.3,281.2
08035,9.527502292,17.5,10.3,19.692556938,2.6961784306,2.9,3.5316446104,66.69003,7.0,57.9,168.9
08037,13.296327518,12.8,10.7,22.947914536,2.7785206978,10.4,13.952963389,74.6199,4.9,48.1,141.9
08039,13.20906097,21.3,18.0,18.776599551,2.654221963,8.7,7.618957256,4.0428500000000005,6.4,35.9,240.0
08041,13.677585121,22.5,16.1,18.268438107,3.7869356437,14.8,8.0781348238,59.898790000000005,6.7,37.9,313.0
08043,17.008364437,23.5,19.4,17.793320323,5.2620760534,23.1,9.5516837683,51.400670000000005,5.5,18.2,378.5
08045,13.099400147,19.5,13.4,20.494314373,3.5594925208,12.8,15.989607936,84.34461,5.4,30.0,258.0
08047,14.354669383,21.2,17.2,19.82604672,2.4488619994,10.0,4.3776477708,34.31709,5.0,38.7,216.5
08049,14.413477925,16.9,13.8,21.256046162,2.7237781439,11.9,9.2440361057,61.58057,4.9,37.8,212.0
08051,15.585525229,15.3,12.7,22.530978625,2.3096748612,12.6,11.689572752,74.68725,4.6,55.3,212.3
08053,13.902441629,19.9,16.4,17.036294575,2.2624434389,20.6,11.775043937,0.0,4.2,43.9,
08055,14.562579928,22.1,21.0,15.025878636,6.4282844516,37.2,10.14986376,92.42144,4.9,21.4,530.8
08057,14.970942767,21.5,20.4,17.632496462,2.7118644068,25.0,16.650808754,73.74631,4.8,16.8,
08059,13.30239673,18.3,12.9,21.9316942,2.987704944,7.7,7.0048532665,80.81001,8.2,44.1,258.7
08061,14.499142903,20.9,21.9,16.482821917,2.0979020979,19.4,12.23155929,0.0,6.3,21.5,460.1
08063,14.461637724,27.4,23.9,17.828550723,2.1471706553,20.1,14.339557992,25.779839999999997,6.7,18.9,301.6
08065,15.342347431,19.3,15.9,19.844673775,2.8871391076,20.7,11.748338228,80.16032,4.3,34.0,345.5
08067,12.939087466,16.8,12.9,20.588112624,2.9307484631,11.7,10.223271982,104.22762,5.4,43.9,246.0
08069,12.607448045,17.8,13.2,21.505528042,2.8338718722,9.6,6.9907281546,86.33689,7.8,46.3,244.9
08071,15.051321088,23.2,24.0,16.480836525,5.1502843217,28.4,10.914512922,71.13387,5.3,19.7,473.7
08073,15.575052963,23.7,19.1,19.651017674,2.6014109347,22.4,8.9825339617,17.99532,6.0,12.8,230.9
08075,15.638034075,28.9,22.7,20.962332476,3.038573508,17.4,11.052769756,72.60846,7.0,20.5,380.9
08077,17.197619228,22.3,17.1,19.587284215,5.3947386706,17.8,10.763597976,106.38799,6.0,27.4,349.7
08079,13.313016822,18.9,17.0,17.776278734,2.1598272138,19.2,11.069418386,137.74105,4.4,39.9,
08081,15.529455569,25.1,21.1,18.561280681,4.038569033,16.9,10.51589088,46.3786,5.6,17.1,385.6
08083,17.34369205,22.3,17.9,17.058384342,5.0324418421,24.8,14.786666025,76.42922999999999,5.2,28.6,360.5
08085,13.967242743,20.0,16.2,15.698912214,4.2133706966,23.7,13.163307281,68.38275,5.0,23.9,304.6
08087,16.255003016,27.5,23.6,16.50826978,3.5392320534,16.0,12.597480504,49.365300000000005,7.4,17.6,369.8
08089,17.852568409,27.8,20.7,15.031359595,4.7759724274,31.1,12.378078731,54.516709999999996,6.1,17.7,514.5
08091,12.631844991,18.4,14.9,18.089702601,3.8425492034,13.4,10.440503432,106.58708,4.4,48.6,243.4
08093,14.621966909,19.3,15.9,20.447310277,2.8362877998,13.5,8.8408789264,18.17081,4.8,30.2,260.6
08095,13.461230048,25.0,18.7,16.560973512,2.0498392283,16.2,14.56166419,114.96896,7.1,25.5,408.9
08097,12.700586505,15.4,10.4,23.204575899,3.3865460921,7.2,11.180499597,84.33125,4.6,63.1,150.0
08099,16.54185447,27.2,21.7,17.485413322,3.2711052371,25.9,13.79489849,25.096199999999996,6.6,17.4,371.6
08101,17.137062181,27.1,21.5,15.80543309,4.85568621,24.9,9.1066225115,66.62957999999999,6.5,22.0,418.2
08103,14.087140276,23.8,16.8,20.461439842,5.1413881748,10.7,9.9181243022,121.74707000000001,5.3,20.2,322.0
08105,13.698436807,22.7,17.2,15.71661573,5.0514863027,27.8,12.903932523,103.95911,4.8,23.7,392.3
08107,12.413289055,13.6,12.0,22.740072787,2.6685583029,8.3,8.0988794306,120.18235,5.3,50.4,207.4
08109,18.113796308,21.6,17.2,13.543232527,4.9221183801,38.7,19.547953574,47.99232,4.5,22.9,342.1
08111,15.562056282,20.3,17.7,18.900423266,3.7974683544,27.8,12.181818182,142.65335,4.2,34.5,
08113,14.799194733,18.3,14.2,21.268353893,3.3099688474,12.9,10.854503464,63.45983,4.7,56.7,168.8
08115,14.921177964,21.4,20.2,16.269093441,2.3850085179,23.8,11.185682327,41.68404,6.9,20.8,452.4
08117,14.879807317,14.9,9.8,22.837851495,2.1122080881,9.1,11.867762421,76.01547,4.7,51.0,133.0
08119,13.514000842,21.6,18.3,19.751134413,3.7837837838,14.5,7.8046966316,59.86744,5.5,34.0,335.2
08121,13.717998456,23.3,21.1,17.968056453,2.1724137931,21.0,10.584041678,20.55921,6.7,16.2,352.1
08123,15.520743001,26.4,17.8,20.562002536,3.4378870552,12.8,8.442536557,48.39151,9.2,26.7,289.0
08125,15.004031267,25.7,22.2,17.497391916,2.184287812,16.3,12.267749477,78.84881,6.9,22.1,275.0
09001,10.446291792,21.4,18.9,19.845765746,4.8049616722,10.3,9.2419092359,91.02866999999999,9.5,47.4,219.1
09003,12.586876621,26.3,21.2,18.30723919,5.3480547148,15.1,5.7743888838,94.65965999999999,7.7,37.8,287.2
09005,12.073098986,25.0,21.2,18.806071967,4.6383940061,8.8,5.6494544866,63.72445,7.3,35.1,268.0
09007,11.338755647,24.1,18.5,19.175789613,4.376581488,8.7,4.4942275976,71.92359,8.5,41.5,261.2
09009,13.648901561,27.0,21.0,17.822875277,5.4676233689,16.5,7.0175438596,90.63725,8.6,34.9,295.4
09011,13.256465485,28.7,20.7,18.520546252,5.0354339932,13.5,5.4641787607,67.31332,7.8,33.3,285.4
09013,12.344325132,23.9,18.4,21.580767184,4.3740057739,6.9,4.1504088709,50.85193999999999,8.4,41.2,246.4
09015,16.416736756,29.2,23.6,22.337746022,5.4542274238,15.2,5.9650117012,50.61206,8.0,24.1,322.3
10001,18.170640589,33.6,30.3,16.445972523,4.7471660154,20.8,6.9147850087,45.52448,9.0,23.6,399.0
10003,16.772490236,29.2,24.5,19.448582094,4.2851043065,15.0,6.0882688396,81.54043,10.4,35.9,331.9
10005,17.561391648,31.6,27.0,15.304201438,4.3760745272,22.7,9.3788359327,65.39220999999999,8.8,26.5,341.1
11001,16.686006181,22.8,17.4,28.004741946,6.0140451729,27.6,4.2983744762,114.84199,10.9,57.6,411.0
12001,14.894816202,25.8,20.4,20.561769225,4.2610115179,21.8,12.599775925,150.40544,7.5,42.5,349.7
12003,19.403685394,34.4,35.6,18.073042345,4.8889669095,23.9,11.756242458,43.76368,7.6,13.4,421.6
12005,18.038831972,30.1,26.7,19.54133706,4.8922678304,23.0,13.797036113,50.651030000000006,8.1,22.8,473.9
12007,21.547452287,35.6,33.2,16.858606694,4.2580409357,26.8,13.308365861,37.136070000000004,7.3,10.6,478.6
12009,17.12400232,26.9,25.5,18.321341932,5.1804019448,21.7,13.5299686,74.98837999999999,6.5,29.3,385.6
12011,14.195058114,24.6,24.1,18.927510274,4.6051131186,18.3,16.519737768,72.29392,7.4,31.9,290.4
12013,19.980916533,38.9,33.2,15.676495925,5.6698950767,30.9,16.26808385,41.48804,8.2,9.9,515.3
12015,16.449842706,26.1,23.0,16.855251128,5.331732994,23.4,16.759215896,66.42983,6.7,23.2,346.6
12017,18.443435203,27.1,29.5,16.425875128,6.7805838254,28.6,14.860929812,53.878550000000004,7.1,17.6,480.0
12019,17.825542712,29.1,23.5,21.625218886,4.5213585957,13.5,11.91931188,56.87194,7.9,24.1,350.6
12021,11.112421317,20.3,18.7,15.037303647,4.7616208708,18.3,23.185804857,71.08773000000001,6.8,36.2,216.6
12023,22.067861702,35.9,31.0,18.421070287,4.8145912962,26.4,12.523678819,46.81922,7.8,15.6,484.9
12027,20.232229097,36.8,30.0,16.681347193,5.1875971287,42.0,25.720197358,25.382140000000003,6.5,11.4,361.2
12029,24.745691133,30.4,32.4,17.160081892,5.5436720143,33.9,14.284415348,12.343390000000001,7.0,9.4,534.1
12031,18.162833403,30.5,24.4,20.012303658,5.0331942155,20.6,13.21054893,85.54123,8.5,29.2,423.5
12033,16.705217677,29.0,26.1,17.945908251,4.9491458057,25.8,12.722482918,65.27268000000001,8.9,26.4,458.0
12035,15.540831804,24.1,23.3,17.300298853,5.5397474658,19.3,15.818348475,51.237289999999994,6.5,24.4,328.2
12037,18.160876518,33.1,27.2,24.659160174,4.3114273755,35.9,17.134793711,34.01071,7.1,17.1,468.4
12039,17.248914173,35.7,32.7,14.447048455,6.2649945474,33.8,16.480446927,17.3777,9.2,16.7,448.4
12041,21.491580705,31.6,31.0,17.145124528,5.1413108839,25.0,18.645240658,34.88575,7.4,14.2,412.2
12043,20.501954372,33.1,33.4,17.793929151,6.2084717608,30.7,26.180308422,,6.3,9.9,364.4
12045,18.307394061,31.4,29.5,21.997283607,4.5371142619,29.9,14.319833853,37.8048,7.2,17.7,424.5
12047,22.989264629,33.6,32.1,19.337160091,5.6416881998,37.9,14.749009954,20.98636,8.0,9.3,489.7
12049,18.789499071,34.7,34.2,14.888688194,6.6673767174,32.3,21.821826488,14.5444,6.7,10.4,354.2
12051,15.2581581,34.7,29.6,16.251897483,9.0568475452,35.2,26.000299267,38.34454,6.9,8.2,411.8
12053,17.087305075,31.0,27.2,17.122328538,6.1097441674,22.8,15.602686794,53.23948,7.1,17.5,408.6
12055,16.876562456,31.1,27.4,15.27425526,6.5870089546,32.3,18.275958145,61.31208,6.5,17.0,380.1
12057,16.553151994,27.3,22.6,19.63268263,4.4863659798,20.0,14.743388245,84.13328,7.0,32.7,344.2
12059,21.354098815,31.4,34.7,15.683494167,5.3997923157,34.5,16.68466134,36.22438,8.8,10.3,522.4
12061,15.708148489,24.9,25.4,19.375198312,6.151201645,21.5,19.359365889,69.6327,6.1,28.3,319.9
12063,24.448625164,34.6,34.0,16.054775994,5.2761937676,30.9,13.659769684,41.15311,9.1,13.4,480.8
12065,16.075315348,32.4,27.3,15.206826959,5.3262071508,28.5,14.067370538,21.30531,8.6,22.0,410.2
12067,22.132139344,35.2,32.7,16.915118963,4.0769732551,28.4,21.973407978,11.54335,7.5,15.8,334.0
12069,16.896637836,28.1,25.7,17.43020448,4.8669901636,19.3,14.401816309,71.80667,7.4,22.7,353.6
12071,14.010894482,24.5,23.3,18.784302547,4.5894822716,22.0,19.942700326,61.682489999999994,6.9,27.8,298.7
12073,14.310049368,27.3,18.0,21.930137729,4.5673493896,18.9,11.445707598,83.13772,9.1,45.7,304.6
12075,22.163866104,33.0,30.6,15.696519614,5.1846505473,32.3,17.412325728,22.5949,7.4,12.6,494.7
12077,21.350119838,39.6,30.2,17.401932193,5.3227633069,29.2,14.515214515,,7.6,12.7,389.6
12079,19.467538246,33.5,32.3,16.221962681,5.3022126282,40.0,15.744129308,10.86484,8.2,13.8,502.5
12081,16.115032035,26.5,22.4,17.151883254,4.5590309467,20.5,18.077164166,56.96688,7.3,29.3,348.1
12083,17.787979892,30.1,28.2,16.134375939,5.8272405216,28.2,16.565903394,59.13988,7.7,19.4,433.4
12085,13.256143897,20.0,21.5,20.095378092,4.8592704784,17.9,16.685349176,70.38513,6.5,33.0,281.0
12086,13.513621743,21.2,23.0,16.6783909,5.4039105187,24.8,21.233350247,80.27873,7.9,28.8,263.4
12087,15.982412616,22.8,21.7,26.080267348,3.1592813337,18.0,19.978024173,73.56547,6.5,33.3,367.4
12089,15.854765709,28.9,23.9,18.558051428,4.5702957565,14.4,12.060561061,45.89261,8.0,28.2,382.5
12091,17.354346609,25.5,23.0,20.102271543,4.0148358149,16.4,12.603863762,80.53799000000001,8.6,30.6,366.7
12093,21.466142379,29.2,30.9,16.282733645,5.4345972372,29.4,23.872294518,48.13905,6.2,11.4,470.1
12095,14.546953385,24.0,23.1,20.68165202,4.4011835544,22.2,15.678273778,82.83350999999999,6.5,33.8,297.6
12097,16.391198383,28.6,25.9,18.351382987,5.0409292994,23.3,17.574516627,44.4454,7.3,20.5,314.6
12099,13.366088639,22.2,20.9,17.754190618,4.8173643551,19.0,17.21005796,79.28091,6.0,35.7,292.4
12101,20.730527545,32.1,26.4,19.034463511,5.2021941227,18.1,14.049241897,59.85029,7.4,23.4,408.4
12103,17.445875944,25.6,23.4,20.746108945,4.3744319526,19.6,14.29457718,91.49034999999999,6.9,31.0,367.4
12105,16.92735661,34.4,28.0,15.00791031,5.6395120308,25.4,15.447867494,48.916149999999995,7.5,20.0,387.3
12107,24.89182312,37.9,29.8,17.384589231,6.2949574616,36.1,17.241129354,41.65336,7.2,12.4,523.9
12109,13.409646445,22.4,18.4,21.39899515,3.7072136882,8.5,10.079643791,90.45182,7.6,43.7,271.8
12111,17.335982308,27.1,27.6,18.17686636,5.6589164601,26.3,18.236594755,39.52265,6.3,20.3,351.8
12113,19.429592144,26.0,24.6,19.395469387,4.5413680954,14.9,11.679202045,70.64175999999999,9.0,28.1,350.7
12115,12.697761104,20.7,20.2,17.757478803,4.5698260865,17.9,15.927192154,79.15196,7.0,34.7,304.4
12117,15.811630359,25.6,20.2,20.676838839,4.3283839495,14.1,11.85518084,77.48072,7.3,38.2,283.2
12119,10.454434932,26.9,19.2,14.815260331,7.0180238722,29.1,11.954832921,34.48537,7.4,31.1,319.5
12121,20.150105546,32.9,29.0,17.365015347,4.9377979942,30.1,17.539827467,15.99634,7.9,14.7,470.9
12123,21.16808077,37.3,35.1,17.426900119,5.5143755615,29.6,14.711716477,35.56662,7.6,7.4,475.0
12125,24.861434777,37.9,32.2,16.453996621,4.4295862934,25.9,10.85218186,26.25706,7.4,8.3,940.0
12127,18.134288829,25.7,25.0,17.640438363,5.1004372501,19.7,15.453026717,70.67179,6.8,23.6,415.9
12129,19.063904784,35.7,28.5,22.64162666,4.1349139148,18.0,11.142821169,28.539720000000003,7.9,18.4,385.0
12131,18.957169226,28.1,25.0,18.479889238,4.2760268438,21.3,17.441954371,48.81275,8.6,28.4,353.0
12133,21.161022101,37.4,34.0,15.940687754,5.2307059912,31.9,14.863258026,28.354999999999997,8.6,11.7,499.8
13001,20.200401211,35.1,25.9,14.686055105,6.4250946458,31.6,19.165286519,59.60767,9.2,9.7,560.3
13003,23.552668782,33.9,26.5,14.423521048,5.2474508829,41.6,25.582036093,,9.3,9.9,519.8
13005,19.999158482,31.5,28.7,15.757069254,5.3273688491,34.5,20.17300299,53.10204,9.1,10.1,585.4
13007,18.219631253,30.4,27.2,13.818967853,7.6988155668,42.8,14.263625821,,9.8,12.3,435.6
13009,24.107592829,36.9,23.4,13.976129117,6.8155177226,33.8,14.529813463,52.79483,10.6,20.9,458.6
13011,19.476914701,29.9,24.7,16.037026524,4.8526077098,23.0,18.539107951,21.62747,10.1,12.8,425.6
13013,18.116681998,34.6,31.3,16.817871614,4.7371523498,18.1,17.0942864,19.90182,10.5,17.6,419.8
13015,19.220993735,34.2,27.7,16.463765669,5.1191289408,22.1,16.191841434,44.77016,10.7,19.5,427.1
13017,23.262924782,35.2,27.0,12.850721262,8.0713528788,39.2,16.761640028,51.715219999999995,9.7,12.0,558.0
13019,21.642741809,32.8,31.1,14.625131005,6.2151616499,33.3,19.111451551,15.82028,9.7,11.8,518.0
13021,21.309159042,34.7,27.9,14.171339973,5.9805971883,37.1,15.417094058,125.55214000000001,11.3,25.7,539.5
13023,18.935338584,33.6,30.9,15.523077993,7.1639084108,31.7,14.367876189,40.83966,10.1,17.2,512.9
13025,22.75139645,32.5,29.3,15.659424324,6.7046877173,30.1,18.588596267,16.255760000000002,7.9,8.2,546.8
13027,20.02407498,32.5,29.3,13.773977192,5.2102506017,38.6,19.362588085,25.54605,9.6,15.2,444.9
13029,18.311661059,29.8,30.3,17.752006569,4.9390905801,12.5,12.852425705,79.68808,9.0,32.6,437.2
13031,21.886220222,33.4,25.9,16.833364837,5.7134076495,27.3,17.872354697,52.304849999999995,9.6,27.4,410.4
13033,21.97771306,33.0,28.3,13.20623189,7.6446722187,39.7,15.87723412,35.17257,10.4,12.6,534.5
13035,19.406012488,30.2,26.7,16.012812259,5.6371842889,24.7,16.440610635,25.431269999999998,10.5,11.4,534.3
13037,25.69551582,33.1,27.1,13.250849892,5.8049886621,39.8,21.091000503,15.43448,9.7,9.4,467.9
13039,18.613645889,33.3,25.7,18.644723437,5.715125968,24.4,12.525458248,30.70899,7.7,24.5,398.5
13043,22.023973203,32.9,30.3,13.435791209,4.8795060745,38.7,21.215557319,36.74444,9.6,14.1,626.0
13045,20.014191247,32.9,29.9,17.073915828,5.9923621251,21.1,16.496881497,44.52399,10.2,20.6,479.3
13047,15.429453104,30.7,27.2,16.877645061,4.8361062826,18.9,13.380652423,45.42014,10.7,20.8,415.9
13049,19.806443414,32.8,27.4,16.577953449,5.7668198913,34.4,14.512851166,38.56537,7.6,10.5,436.3
13051,17.959876556,32.7,23.5,17.662898062,5.2263606952,25.1,15.354161067,90.25774,9.3,33.2,405.8
13053,19.64341402,28.2,21.8,23.314391387,8.4001887683,22.8,11.008691072,35.18649,10.6,33.4,549.7
13055,21.071866106,34.9,29.9,16.169446513,6.2039369344,24.9,17.93614304,8.02504,10.5,9.8,559.8
13057,14.883490601,27.5,21.4,18.258619308,4.2498312602,10.2,13.752242768,36.03222,10.5,37.0,271.8
13059,21.758376827,25.6,22.0,16.508383418,5.6413825886,29.9,18.418919325,66.98302,10.2,42.7,360.4
13061,26.870115061,30.7,29.6,9.2878144945,10.508474576,56.0,17.226341038,31.836990000000004,9.4,7.9,462.4
13063,19.993406841,36.4,27.0,11.825964319,6.6029017651,32.1,18.91717218,28.106810000000003,10.7,19.5,398.0
13065,23.070653129,30.6,26.2,13.764792582,6.1697574893,35.7,17.994100295,14.50747,8.2,11.1,565.1
13067,14.245823822,25.1,18.9,18.337131385,4.5582473776,13.6,14.598014032,70.27871,10.2,46.5,267.8
13069,22.543353466,34.7,30.3,15.322558325,5.8615741252,33.6,20.292250152,62.63338999999999,9.6,13.2,499.1
13071,21.317497032,34.9,33.1,15.351221088,5.2758246425,36.5,24.141072358,41.4449,10.2,12.5,501.7
13073,15.695750758,31.2,20.8,17.582032317,4.6645030888,9.2,11.519598165,111.76520000000001,10.9,35.1,271.5
13075,21.226809085,32.2,28.2,14.154973798,5.428419372,35.1,18.75952876,52.557809999999996,9.7,15.5,482.4
13077,16.711760415,27.1,22.5,17.547729734,4.967184408,14.1,12.580596916,49.12336,10.4,29.8,340.3
13079,19.291344342,28.5,32.1,15.081303866,5.9216306449,29.1,16.579647325,8.072330000000001,10.6,10.3,434.0
13081,23.896009736,33.0,28.6,11.941981298,6.0845131309,46.4,15.036504187,78.66789,10.3,13.7,492.4
13083,17.202465895,35.1,26.6,17.402655782,5.076142132,21.4,14.505827878,30.74274,10.1,13.9,443.8
13085,15.629791823,28.3,22.0,17.734620932,4.677020826,16.4,16.78444291,64.34454,9.5,30.4,372.0
13087,22.311344787,29.3,24.7,13.219737032,6.6632275815,42.4,18.409945867,51.51984,9.8,14.6,543.1
13089,15.610877574,27.2,21.1,15.401075478,5.3695775922,25.8,16.881381559,105.05245,10.6,43.4,319.9
13091,20.866137286,29.8,30.5,14.897650911,7.4206975743,35.6,16.229712859,43.099320000000006,10.0,13.7,514.2
13093,21.516100209,36.1,26.6,13.589262305,5.8283433134,39.4,19.910922158,14.25009,10.4,11.3,394.0
13095,21.852221595,35.5,28.3,13.010400426,6.8686129479,43.5,16.826705076,87.59252000000001,10.4,21.4,537.6
13097,17.767734146,32.0,28.3,14.650044698,5.5245242258,20.1,15.242733246,40.50223,10.5,27.1,383.2
13099,23.012936375,32.3,31.6,11.866984548,6.9783197832,46.7,15.239339589,66.19385,9.7,15.6,516.1
13101,21.564256363,28.8,24.5,16.094177775,4.2849767682,32.0,27.602836879,,8.1,8.8,410.5
13103,16.331826578,36.4,22.4,18.481131518,4.8595183486,14.9,12.540352128,21.01355,9.3,20.1,430.8
13105,18.364570898,32.0,28.1,14.324003308,6.5416936005,32.3,17.977893368,51.642219999999995,10.1,10.8,496.4
13107,22.674991972,34.4,33.4,13.581348414,7.7940481814,40.3,15.771572769,48.44108,9.8,12.4,572.9
13109,21.025890528,33.9,28.2,13.756383124,4.9627791563,36.4,19.74522293,27.81125,9.2,15.5,539.9
13111,16.355701873,26.8,25.2,14.657351852,5.3327128897,27.3,20.14619061,65.83549,9.0,21.3,418.5
13113,13.402275485,32.8,19.9,16.201777119,4.7265192383,8.6,10.989454839,110.19383,10.5,46.5,243.7
13115,18.109217092,32.7,28.7,15.439255287,6.0370770256,23.5,17.596041084,127.45586,10.6,20.4,450.8
13117,13.584249542,29.5,22.7,17.591585146,4.1793889598,6.6,10.542800265,38.128769999999996,10.4,51.7,228.0
13119,19.976200183,30.9,33.2,15.634002297,5.2837171053,29.3,18.455452356,17.92838,10.2,13.5,538.7
13121,14.812591334,25.8,18.9,17.816324966,5.3694067503,24.3,13.960641018,106.87123,10.8,51.4,344.4
13123,18.032283665,30.5,29.4,14.797843576,5.6228956229,28.2,22.362775886,57.82313,9.4,20.0,394.3
13125,19.232306348,28.5,24.9,15.705514737,6.1176470588,25.2,12.356889064,32.62643,9.9,9.0,515.5
13127,17.642097957,28.8,25.6,15.199347437,5.3004709255,29.8,17.29662559,58.62717,7.7,29.6,399.2
13129,20.64161231,28.4,26.4,16.144243375,5.6602270464,24.6,19.40779891,47.7251,10.6,14.4,452.9
13131,23.311774752,33.9,33.3,13.068969272,5.5431511504,31.8,22.31524948,43.64213,10.2,14.1,451.5
13133,20.369101146,30.8,27.3,11.996030509,5.7742402315,30.5,19.738605898,53.85996000000001,10.3,25.8,365.1
13135,13.798448144,27.9,20.9,15.928839179,4.7339568019,16.5,17.790327488,61.172799999999995,10.8,36.1,256.8
